2021-05-04 01:50:15	38
2021-05-04 01:58:11	38
2021-05-04 01:58:18	38
2021-05-04 02:00:16	38
2021-05-04 02:10:15	38
2021-05-04 02:20:15	38
2021-05-04 02:30:15	49
2021-05-04 02:40:15	49
2021-05-04 02:50:16	49
2021-05-04 03:00:15	49
2021-05-04 03:10:15	49
2021-05-04 03:20:15	49
2021-05-04 03:30:15	49
2021-05-04 03:40:16	49
2021-05-04 03:50:15	49
2021-05-04 04:00:16	49
2021-05-04 04:10:15	49
2021-05-04 04:20:16	49
2021-05-04 04:30:15	50
2021-05-04 04:40:15	50
2021-05-04 04:50:15	50
2021-05-04 05:00:15	50
2021-05-04 05:10:15	50
2021-05-04 05:20:15	50
2021-05-04 05:30:15	51
2021-05-04 05:40:15	51
2021-05-04 05:50:15	51
2021-05-04 06:00:15	51
2021-05-04 06:10:16	51
2021-05-04 06:20:15	51
2021-05-04 06:30:15	52
2021-05-04 06:40:15	53
2021-05-04 06:50:15	54
2021-05-04 07:00:15	54
2021-05-04 07:10:15	55
2021-05-04 07:20:15	55
2021-05-04 07:30:15	55
2021-05-04 07:40:15	56
2021-05-04 07:50:15	57
2021-05-04 08:00:15	57
2021-05-04 08:10:15	57
2021-05-04 08:20:15	57
2021-05-04 08:30:15	58
2021-05-04 08:40:16	59
2021-05-04 08:50:15	61
2021-05-04 09:00:15	62
2021-05-04 09:10:15	63
2021-05-04 09:20:16	64
2021-05-04 09:30:15	64
2021-05-04 09:40:15	65
2021-05-04 09:50:15	66
2021-05-04 10:00:16	68
2021-05-04 10:10:16	68
2021-05-04 10:20:16	69
2021-05-04 10:30:15	71
2021-05-04 10:40:16	72
2021-05-04 10:50:16	72
2021-05-04 11:00:16	72
2021-05-04 11:10:16	73
2021-05-04 11:20:15	75
2021-05-04 11:30:16	76
2021-05-04 11:40:16	77
2021-05-04 11:50:16	78
2021-05-04 12:00:16	78
2021-05-04 12:10:16	79
2021-05-04 12:20:16	79
2021-05-04 12:30:16	80
2021-05-04 12:40:16	83
2021-05-04 12:50:15	85
2021-05-04 13:00:16	86
2021-05-04 13:12:36	88
2021-05-04 13:12:38	88
2021-05-04 13:14:40	88
2021-05-04 13:20:17	88
2021-05-04 13:21:28	88
2021-05-04 13:21:41	88
2021-05-04 13:30:15	93
2021-05-04 13:40:15	93
2021-05-04 13:50:16	97
2021-05-04 14:00:16	97
2021-05-04 14:10:16	106
2021-05-04 14:20:16	125
2021-05-04 14:30:16	134
2021-05-04 14:40:16	143
2021-05-04 14:50:16	145
2021-05-04 15:00:16	145
2021-05-04 15:10:16	148
2021-05-04 15:20:16	149
2021-05-04 15:30:16	149
2021-05-04 15:40:16	150
2021-05-04 15:50:16	150
2021-05-04 16:00:16	151
2021-05-04 16:10:16	152
2021-05-04 16:20:16	153
2021-05-04 16:30:16	154
2021-05-04 16:40:16	154
2021-05-04 16:50:16	154
2021-05-04 17:00:16	155
2021-05-04 17:10:16	156
2021-05-04 17:20:16	157
2021-05-04 17:30:16	157
2021-05-04 17:40:16	157
2021-05-04 17:50:16	158
2021-05-04 18:00:16	159
2021-05-04 18:10:16	159
2021-05-04 18:20:16	159
2021-05-04 18:30:16	159
2021-05-04 18:40:16	160
2021-05-04 18:50:16	160
2021-05-04 19:00:16	161
2021-05-04 19:10:16	161
2021-05-04 19:20:15	161
2021-05-04 19:30:15	163
2021-05-04 19:40:15	163
2021-05-04 19:50:15	164
2021-05-04 20:00:15	164
2021-05-04 20:10:15	164
2021-05-04 20:20:15	164
2021-05-04 20:30:15	164
2021-05-04 20:40:15	165
2021-05-04 20:50:15	165
